PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL),DAILY_OIL_PROD,DAILY_GAS_PROD,DAILY_WATER_PROD,GOR,WATER_CUT,DAYS_ON_PROD
2013-10-10,Well_#20,24.0,2318,151.03,1074.35,95.74432,117.809,87.661,245072,132160,198241,168122,737.0,293.0,628.0,397.5576662143826,46.00732600732601,273
2013-10-11,Well_#20,24.0,2315,151.046,1098.76,97.91667,116.4,87.51,245842,132467,198700,168766,770.0,307.0,644.0,398.7012987012987,45.54455445544555,274
2013-10-12,Well_#20,24.0,2314,151.048,1111.19,100.0,116.901,88.773,246619,132775,199162,169411,777.0,308.0,645.0,396.39639639639637,45.358649789029535,275
2013-10-13,Well_#20,24.0,2313,151.09,1127.99,100.0,117.138,89.148,247407,133085,199628,170058,788.0,310.0,647.0,393.4010152284264,45.08710801393728,276
2013-10-14,Well_#20,24.0,2317,151.044,1127.22,100.0,116.917,89.183,248190,133395,200092,170709,783.0,310.0,651.0,395.9131545338442,45.39748953974895,277
2013-10-15,Well_#20,24.0,2318,151.026,1121.16,100.0,116.609,88.115,248966,133703,200555,171358,776.0,308.0,649.0,396.9072164948454,45.54385964912281,278
2013-10-16,Well_#20,24.0,2318,151.027,1123.14,100.0,116.906,89.069,249743,134013,201019,172008,777.0,310.0,650.0,398.97039897039895,45.55010511562719,279
2013-10-17,Well_#20,24.0,2321,151.017,1124.42,99.90798,118.0,88.919,250508,134319,201478,172652,765.0,306.0,644.0,400.0,45.70617459190915,280
2013-10-18,Well_#20,24.0,2322,150.988,1123.56,100.0,118.583,89.085,251266,134624,201936,173298,758.0,305.0,646.0,402.3746701846966,46.01139601139601,281
2013-10-19,Well_#20,24.0,2317,150.984,1116.08,100.0,116.828,88.948,252032,134931,202397,173941,766.0,307.0,643.0,400.7832898172324,45.63520227111427,282
2013-10-20,Well_#20,24.0,2318,150.965,1120.99,100.0,116.312,89.062,252800,135238,202857,174581,768.0,307.0,640.0,399.7395833333333,45.45454545454545,283
2013-10-21,Well_#20,24.0,2323,150.936,1113.05,100.0,116.038,88.139,253564,135544,203316,175222,764.0,306.0,641.0,400.5235602094241,45.62277580071174,284
2013-10-22,Well_#20,24.0,2326,150.92,1118.06,100.0,116.226,88.734,254342,135853,203780,175865,778.0,309.0,643.0,397.172236503856,45.24982406755806,285
2013-10-23,Well_#20,24.0,2328,150.906,1110.05,100.0,115.874,87.57,255107,136159,204239,176511,765.0,306.0,646.0,400.0,45.78313253012048,286
2013-10-24,Well_#20,24.0,2329,150.892,1109.32,100.0,116.033,87.944,255875,136466,204700,177155,768.0,307.0,644.0,399.7395833333333,45.609065155807365,287
2013-10-25,Well_#20,24.0,2331,150.879,1113.5,100.0,116.064,88.738,256670,136783,205175,177796,795.0,317.0,641.0,398.74213836477986,44.637883008356546,288
2013-10-26,Well_#20,24.0,2332,150.871,1116.41,100.0,115.975,88.891,257454,137098,205647,178438,784.0,315.0,642.0,401.7857142857143,45.02103786816269,289
2013-10-27,Well_#20,24.0,2334,150.855,1113.38,100.0,115.621,88.739,258222,137406,206109,179060,768.0,308.0,622.0,401.0416666666667,44.74820143884892,290
2013-10-28,Well_#20,24.0,2334,150.839,1113.59,100.0,115.743,89.015,258998,137716,206574,179721,776.0,310.0,661.0,399.4845360824742,45.99860821155185,291
2013-10-29,Well_#20,24.0,2335,150.817,1106.85,100.0,115.352,87.574,259761,138023,207035,180342,763.0,307.0,621.0,402.35910878112713,44.869942196531795,292
2013-10-30,Well_#20,24.0,2336,150.802,1101.62,100.0,115.205,86.541,260521,138330,207495,180982,760.0,307.0,640.0,403.94736842105266,45.714285714285715,293
2013-10-31,Well_#20,24.0,2337,150.799,1104.39,100.0,115.188,87.353,261277,138634,207951,181621,756.0,304.0,639.0,402.1164021164021,45.806451612903224,294
2013-11-01,Well_#20,24.0,2338,150.788,1108.23,100.0,115.234,88.895,262028,138936,208404,182261,751.0,302.0,640.0,402.1304926764314,46.010064701653484,295
2013-11-02,Well_#20,24.0,2337,150.582,1105.12,100.0,115.662,88.492,262841,139270,208905,182900,813.0,334.0,639.0,410.8241082410824,44.00826446280991,296
2013-11-03,Well_#20,24.0,2335,150.257,1110.44,100.0,115.646,89.191,263543,139600,209400,183569,702.0,330.0,669.0,470.0854700854701,48.796498905908095,297
2013-11-04,Well_#20,24.0,2340,150.759,1107.44,100.0,115.104,88.806,264248,139933,209900,184210,705.0,333.0,641.0,472.3404255319149,47.622585438335804,298
2013-11-05,Well_#20,24.0,2340,150.75,1105.05,100.0,115.113,88.694,264963,140269,210404,184860,715.0,336.0,650.0,469.9300699300699,47.61904761904761,299
2013-11-06,Well_#20,24.0,2339,150.746,1098.9,100.0,114.692,88.708,265683,140607,210911,185504,720.0,338.0,644.0,469.44444444444446,47.214076246334315,300
2013-11-07,Well_#20,24.0,2339,150.741,1094.15,100.0,114.812,88.411,266404,140947,211420,186138,721.0,340.0,634.0,471.5672676837725,46.789667896678964,301
2013-11-08,Well_#20,24.0,2344,150.723,1098.0,100.0,115.891,88.716,267153,141293,211940,186767,749.0,346.0,629.0,461.9492656875834,45.64586357039187,302
2013-11-09,Well_#20,24.0,2342,150.719,1102.76,100.0,115.317,88.865,267908,141603,212404,187387,755.0,310.0,620.0,410.5960264900662,45.09090909090909,303
2013-11-10,Well_#20,24.0,2344,150.71,1096.81,100.0,115.112,88.148,268667,141914,212871,188034,759.0,311.0,647.0,409.7496706192358,46.01706970128023,304
2013-11-11,Well_#20,24.0,2344,150.699,1093.7,100.0,114.893,87.661,269441,142230,213345,188726,774.0,316.0,692.0,408.2687338501292,47.203274215552526,305
2013-11-12,Well_#20,24.0,2344,150.688,1094.43,100.0,115.275,88.836,270209,142539,213808,189501,768.0,309.0,775.0,402.34375,50.22683084899546,306
2013-11-13,Well_#20,24.0,2343,150.68,1096.74,100.0,114.716,88.455,270973,142846,214269,190281,764.0,307.0,780.0,401.8324607329843,50.51813471502591,307
2013-11-14,Well_#20,24.0,2343,150.68,1102.11,100.0,114.856,88.844,271734,143150,214725,191059,761.0,304.0,778.0,399.47437582128777,50.55230669265757,308
2013-11-15,Well_#20,24.0,2343,150.68,1102.59,100.0,114.9,89.058,272498,143457,215186,191836,764.0,307.0,777.0,401.8324607329843,50.421804023361446,309
2013-11-16,Well_#20,24.0,2343,150.68,1092.96,100.0,114.672,88.787,273247,143758,215637,192611,749.0,301.0,775.0,401.86915887850466,50.85301837270341,310
2013-11-17,Well_#20,24.0,2342,150.677,1095.8,100.0,114.579,88.929,273985,144055,216082,193382,738.0,297.0,771.0,402.4390243902439,51.0934393638171,311
2013-11-18,Well_#20,18.64,2346,150.673,1099.02,77.72957,114.225,88.703,274571,144296,216444,193972,586.0,241.0,590.0,411.26279863481227,50.17006802721088,312
2013-11-19,Well_#20,10.66,2459,150.455,966.098,46.25212,136.061,80.594,274790,144390,216585,194222,219.0,94.0,250.0,429.2237442922374,53.304904051172706,313
2013-11-20,Well_#20,6.86,2541,150.286,801.086,10.98615,157.343,74.895,274818,144401,216601,194284,28.0,11.0,62.0,392.85714285714283,68.88888888888889,314
2013-11-21,Well_#20,24.0,2359,150.632,1067.48,79.94676,119.943,86.802,275364,144621,216932,194837,546.0,220.0,553.0,402.9304029304029,50.318471337579616,315
2013-11-22,Well_#20,22.33,2409,150.556,1061.89,71.47879,129.584,84.991,275843,144816,217224,195386,479.0,195.0,549.0,407.098121085595,53.40466926070039,316
2013-11-23,Well_#20,24.0,2347,150.636,1097.86,99.973,116.962,87.355,276472,145072,217608,196068,629.0,256.0,682.0,406.9952305246423,52.02135774218154,317
2013-11-24,Well_#20,10.64,2363,150.579,1106.77,43.66204,118.462,88.33,276756,145190,217785,196385,284.0,118.0,317.0,415.49295774647885,52.74542429284526,318
2013-11-25,Well_#20,17.03,2426,150.507,952.997,39.66959,132.043,82.348,277082,145319,217978,196873,326.0,129.0,488.0,395.70552147239266,59.95085995085995,319
2013-11-26,Well_#20,19.83,2369,150.656,1086.82,82.0632,121.001,86.329,277737,145592,218387,197574,655.0,273.0,701.0,416.793893129771,51.69616519174042,320
2013-11-27,Well_#20,24.0,2367,150.619,1087.45,84.97888,121.373,86.874,278312,145824,218736,198300,575.0,232.0,726.0,403.4782608695652,55.80322828593389,321
2013-11-28,Well_#20,24.0,2344,150.616,1120.19,100.0,116.718,88.694,278938,146077,219115,198988,626.0,253.0,688.0,404.1533546325879,52.35920852359208,322
2013-11-29,Well_#20,24.0,2341,150.69,1116.95,100.0,116.94,88.637,279594,146343,219514,199724,656.0,266.0,736.0,405.4878048780488,52.87356321839081,323
2013-11-30,Well_#20,24.0,2340,150.73,1124.15,100.0,116.97,88.834,280254,146611,219916,200460,660.0,268.0,736.0,406.06060606060606,52.72206303724928,324
2013-12-01,Well_#20,24.0,2342,150.725,1125.85,100.0,116.868,88.935,280916,146880,220320,201199,662.0,269.0,739.0,406.34441087613294,52.74803711634547,325
2013-12-02,Well_#20,16.83,1767,110.353,1063.85,52.94305,129.976,85.85,281408,147094,220641,201744,492.0,214.0,545.0,434.9593495934959,52.55544840887174,326
2013-12-03,Well_#20,24.0,0,0.0,1113.99,99.22782,116.062,87.801,282207,147424,221136,202551,799.0,330.0,807.0,413.0162703379224,50.249066002490665,327
2013-12-04,Well_#20,24.0,1282,82.141,1119.83,100.0,116.95,87.066,282872,147695,221543,203308,665.0,271.0,757.0,407.5187969924812,53.23488045007032,328
2013-12-05,Well_#20,24.0,2343,150.238,1114.8,100.0,116.918,85.996,283554,147972,221959,204040,682.0,277.0,732.0,406.158357771261,51.76803394625177,329
2013-12-06,Well_#20,24.0,2349,150.631,1110.26,100.0,116.773,85.981,284235,148249,222374,204923,681.0,277.0,883.0,406.75477239353893,56.45780051150895,330
2013-12-07,Well_#20,24.0,2349,150.637,1110.27,100.0,116.774,86.447,284946,148539,222808,205702,711.0,290.0,779.0,407.8762306610408,52.281879194630875,331
2013-12-08,Well_#20,24.0,2351,150.621,1107.19,100.0,116.757,85.814,285654,148828,223242,206427,708.0,289.0,725.0,408.19209039548025,50.593161200279134,332
2013-12-09,Well_#20,24.0,2353,150.595,1108.64,100.0,116.712,86.924,286360,149116,223674,207134,706.0,288.0,707.0,407.93201133144476,50.03538570417552,333
2013-12-10,Well_#20,24.0,2352,150.575,1119.48,100.0,116.881,88.971,287074,149405,224107,207848,714.0,289.0,714.0,404.76190476190476,50.0,334
2013-12-11,Well_#20,24.0,2352,150.552,1111.01,100.0,116.634,87.945,287793,149695,224543,208548,719.0,290.0,700.0,403.33796940194713,49.330514446793515,335
2013-12-12,Well_#20,24.0,2353,150.541,1108.09,97.91667,116.637,87.719,288507,149985,224977,209273,714.0,290.0,725.0,406.1624649859944,50.382209867963866,336
2013-12-13,Well_#20,24.0,2355,150.529,1109.39,100.0,116.584,88.245,289216,150273,225409,209999,709.0,288.0,726.0,406.2059238363893,50.59233449477352,337
2013-12-14,Well_#20,24.0,2356,150.521,1109.59,100.0,116.603,88.705,289918,150559,225838,210703,702.0,286.0,704.0,407.4074074074074,50.07112375533428,338
2013-12-15,Well_#20,24.0,2357,150.51,1101.31,100.0,116.489,88.446,290622,150844,226266,211415,704.0,285.0,712.0,404.82954545454544,50.282485875706215,339
2013-12-16,Well_#20,12.14,2366,150.508,1108.3,53.56819,116.404,88.808,290934,150971,226456,211717,312.0,127.0,302.0,407.05128205128204,49.185667752442995,340
2013-12-17,Well_#20,9.36,2578,150.154,822.077,13.89514,165.056,73.084,290979,150990,226485,211773,45.0,19.0,56.0,422.22222222222223,55.44554455445545,341
2013-12-18,Well_#20,24.0,2370,150.467,1099.67,89.05667,118.93,88.192,291595,151241,226861,212442,616.0,251.0,669.0,407.46753246753246,52.06225680933853,342
2013-12-19,Well_#20,24.0,2362,150.468,1120.27,100.0,115.942,88.457,292267,151515,227273,213153,672.0,274.0,711.0,407.73809523809524,51.40997830802603,343
2013-12-20,Well_#20,24.0,2359,150.46,1123.72,100.0,116.23,88.633,292950,151793,227690,213871,683.0,278.0,718.0,407.0278184480234,51.24910778015703,344
2013-12-21,Well_#20,24.0,2361,150.442,1126.28,100.0,116.17,88.698,293631,152070,228106,214588,681.0,277.0,717.0,406.75477239353893,51.28755364806867,345
2013-12-22,Well_#20,24.0,2360,150.486,1124.64,100.0,116.32,88.512,294323,152353,228530,215312,692.0,283.0,724.0,408.95953757225436,51.12994350282486,346
2013-12-23,Well_#20,24.0,2360,150.504,1129.65,100.0,116.409,88.564,295008,152632,228948,216039,685.0,279.0,727.0,407.2992700729927,51.48725212464589,347
2013-12-24,Well_#20,24.0,2362,150.485,1115.76,100.0,116.014,87.046,295688,152908,229363,216761,680.0,276.0,722.0,405.88235294117646,51.497860199714694,348
2013-12-25,Well_#20,24.0,2361,150.467,1106.13,100.0,115.792,86.37,296380,153193,229789,217481,692.0,285.0,720.0,411.84971098265896,50.991501416430594,349
2013-12-26,Well_#20,24.0,2358,150.45,1100.91,100.0,115.504,84.79,297059,153472,230208,218202,679.0,279.0,721.0,410.8983799705449,51.5,350
2013-12-27,Well_#20,24.0,2358,150.45,1107.03,100.0,115.69,86.857,297746,153752,230627,218923,687.0,280.0,721.0,407.5691411935953,51.20738636363637,351
2013-12-28,Well_#20,24.0,2359,150.45,1111.96,100.0,115.704,87.39,298433,154031,231046,219646,687.0,279.0,723.0,406.11353711790395,51.276595744680854,352
2013-12-29,Well_#20,24.0,2359,150.443,1109.35,97.91667,115.894,87.259,299119,154309,231463,220365,686.0,278.0,719.0,405.2478134110787,51.17437722419928,353
2013-12-30,Well_#20,24.0,2359,150.429,1110.9,100.0,115.725,87.212,299807,154588,231882,221081,688.0,279.0,716.0,405.5232558139535,50.997150997150996,354
2013-12-31,Well_#20,24.0,2360,150.419,1111.79,100.0,115.813,87.833,300493,154866,232298,221800,686.0,278.0,719.0,405.2478134110787,51.17437722419928,355
2014-01-01,Well_#20,24.31,2365,150.407,1106.37,95.81095,115.466,87.112,301168,155140,232710,222519,675.0,274.0,719.0,405.9259259259259,51.57819225251076,356
2014-01-02,Well_#20,0.0,2810,149.155,398.671,1.1368,8.597,25.11,301168,155140,232710,222519,0.0,0.0,0.0,0.0,0.0,357
2014-01-03,Well_#20,0.0,2800,148.488,267.512,1.35833,5.822,12.73,301168,155140,232710,222519,0.0,0.0,0.0,0.0,0.0,358
2014-01-04,Well_#20,12.86,2480,150.24,862.928,24.49167,141.879,77.186,301361,155216,232824,222709,193.0,76.0,190.0,393.7823834196891,49.60835509138381,359
2014-01-05,Well_#20,24.0,2358,150.351,1080.0,100.0,116.304,86.539,301995,155472,233208,223391,634.0,256.0,682.0,403.7854889589905,51.82370820668692,360
2014-01-06,Well_#20,24.0,2360,150.365,1360.79,100.0,115.353,86.075,302673,155746,233618,224099,678.0,274.0,708.0,404.1297935103245,51.082251082251084,361
2014-01-07,Well_#20,3.23,2378,150.359,1078.89,14.65718,123.209,86.489,302684,155750,233625,224112,11.0,4.0,13.0,363.6363636363636,54.166666666666664,362
2014-01-08,Well_#20,6.03,2556,149.866,683.005,9.05137,160.009,67.243,302690,155752,233628,224118,6.0,2.0,6.0,333.3333333333333,50.0,363
2014-01-09,Well_#20,24.0,2358,150.29,1035.34,100.0,117.821,87.37,303255,155973,233960,224850,565.0,221.0,732.0,391.1504424778761,56.43793369313801,364
2014-01-10,Well_#20,24.0,2349,150.363,1091.66,99.97306,113.97,88.272,303934,156228,234342,225578,679.0,255.0,728.0,375.5522827687776,51.741293532338304,365
2014-01-11,Well_#20,24.0,2431,150.321,1052.96,77.48112,137.807,84.557,304581,156474,234711,226315,647.0,246.0,737.0,380.21638330757344,53.2514450867052,366
2014-01-12,Well_#20,24.0,2360,150.345,1091.5,100.0,117.315,86.768,305205,156724,235086,227205,624.0,250.0,890.0,400.64102564102564,58.78467635402907,367
2014-01-13,Well_#20,24.0,2355,150.388,1078.92,99.98896,116.206,86.54,305876,156993,235490,227937,671.0,269.0,732.0,400.8941877794337,52.17391304347826,368
2014-01-14,Well_#20,24.0,2355,150.428,1085.28,99.99798,116.387,88.466,306537,157260,235890,228663,661.0,267.0,726.0,403.9334341906203,52.34318673395818,369
2014-01-15,Well_#20,24.0,2356,150.41,1081.68,100.0,116.349,88.405,307197,157528,236292,229400,660.0,268.0,737.0,406.06060606060606,52.75590551181102,370
2014-01-16,Well_#20,24.0,2356,150.393,1067.44,100.0,115.874,86.512,307870,157797,236695,230161,673.0,269.0,761.0,399.70282317979195,53.06834030683403,371
2014-01-17,Well_#20,24.0,2359,150.383,1073.48,100.0,116.901,87.076,308578,158080,237120,230901,708.0,283.0,740.0,399.71751412429376,51.10497237569061,372
2014-01-18,Well_#20,24.0,2356,150.38,1071.49,100.0,116.358,87.463,309277,158361,237542,231636,699.0,281.0,735.0,402.002861230329,51.25523012552301,373
2014-01-19,Well_#20,24.0,2353,150.369,1068.12,100.0,116.281,87.725,309984,158648,237972,232361,707.0,287.0,725.0,405.94059405940595,50.628491620111724,374
2014-01-20,Well_#20,24.0,2356,150.353,1066.3,100.0,116.27,87.219,310699,158937,238406,233072,715.0,289.0,711.0,404.1958041958042,49.859747545582046,375
2014-01-21,Well_#20,24.0,2358,150.339,1064.62,100.0,116.223,87.147,311420,159227,238840,233783,721.0,290.0,711.0,402.2191400832178,49.650837988826815,376
2014-01-22,Well_#20,24.0,2359,150.33,1065.94,100.0,116.198,88.017,312122,159510,239265,234492,702.0,283.0,709.0,403.1339031339031,50.248051027639974,377
2014-01-23,Well_#20,24.0,2360,150.315,1064.41,100.0,116.056,88.042,312823,159795,239692,235196,701.0,285.0,704.0,406.5620542082739,50.1067615658363,378
2014-01-24,Well_#20,24.0,2362,150.305,1061.76,100.0,116.034,87.908,313511,160075,240113,235909,688.0,280.0,713.0,406.9767441860465,50.89221984296931,379
2014-01-25,Well_#20,24.0,2366,150.284,1055.95,100.0,115.932,86.586,314217,160363,240545,236613,706.0,288.0,704.0,407.93201133144476,49.9290780141844,380
2014-01-26,Well_#20,24.0,2368,150.268,1061.12,100.0,116.066,87.871,314923,160650,240974,237338,706.0,287.0,725.0,406.5155807365439,50.6638714185884,381
2014-01-27,Well_#20,24.0,2369,150.268,1069.09,100.0,116.263,88.605,315638,160939,241409,238087,715.0,289.0,749.0,404.1958041958042,51.161202185792355,382
2014-01-28,Well_#20,24.0,2371,150.262,1068.62,100.0,116.219,88.638,316344,161224,241836,238836,706.0,285.0,749.0,403.6827195467422,51.477663230240545,383
2014-01-29,Well_#20,24.0,2372,150.254,1058.67,100.0,116.048,88.137,317043,161511,242266,239590,699.0,287.0,754.0,410.5865522174535,51.89263592567103,384
2014-01-30,Well_#20,24.0,2373,150.244,1062.01,100.0,116.039,88.349,317744,161798,242697,240344,701.0,287.0,754.0,409.4151212553495,51.821305841924406,385
2014-01-31,Well_#20,24.0,2373,150.237,1060.96,100.0,115.881,87.685,318446,162086,243129,241098,702.0,288.0,754.0,410.2564102564103,51.78571428571429,386
2014-02-01,Well_#20,24.0,2365,149.147,1063.44,100.0,115.876,88.508,319148,162373,243559,241875,702.0,287.0,777.0,408.83190883190883,52.53549695740365,387
2014-02-02,Well_#20,24.0,2374,150.223,1060.0,100.0,115.808,88.335,319848,162660,243990,242626,700.0,287.0,751.0,410.0,51.75740868366644,388
2014-02-03,Well_#20,24.0,2376,150.223,1056.03,100.0,115.798,87.66,320545,162947,244420,243380,697.0,287.0,754.0,411.7647058823529,51.96416264645073,389
2014-02-04,Well_#20,24.0,2377,150.221,1059.05,100.0,115.783,88.169,321244,163234,244850,244138,699.0,287.0,758.0,410.5865522174535,52.02470830473575,390
2014-02-05,Well_#20,24.0,2376,150.209,1059.11,100.0,115.724,88.348,321944,163520,245280,244890,700.0,286.0,752.0,408.57142857142856,51.790633608815426,391
2014-02-06,Well_#20,24.0,2377,150.204,1056.77,100.0,115.689,87.188,322588,163783,245674,245702,644.0,263.0,812.0,408.3850931677019,55.769230769230774,392
2014-02-07,Well_#20,24.0,2376,150.192,1054.16,100.0,115.566,87.415,323231,164044,246065,246457,643.0,261.0,755.0,405.9097978227061,54.00572246065808,393
2014-02-08,Well_#20,24.0,2376,150.187,1052.7,100.0,115.465,87.819,323855,164294,246441,247214,624.0,250.0,757.0,400.64102564102564,54.81535119478639,394
2014-02-09,Well_#20,23.56,2381,150.178,1036.28,96.36708,117.091,85.773,324464,164543,246814,247934,609.0,249.0,720.0,408.86699507389164,54.176072234762984,395
2014-02-10,Well_#20,15.78,2429,150.076,966.638,55.06016,124.33,81.397,324785,164678,247018,248440,321.0,135.0,506.0,420.5607476635514,61.18500604594922,396
2014-02-11,Well_#20,24.0,2382,150.138,1052.33,99.94554,115.137,87.341,325363,164917,247376,249179,578.0,239.0,739.0,413.4948096885813,56.11237661351557,397
2014-02-12,Well_#20,24.0,2382,150.161,1057.0,99.91192,115.145,87.038,325969,165167,247750,249918,606.0,250.0,739.0,412.54125412541254,54.94423791821561,398
2014-02-13,Well_#20,13.5,2441,150.04,984.446,54.54079,125.824,83.039,326277,165295,247942,250294,308.0,128.0,376.0,415.5844155844156,54.97076023391813,399
2014-02-14,Well_#20,6.06,2430,150.139,1028.2,18.18863,122.862,86.379,326314,165309,247964,250363,37.0,14.0,69.0,378.3783783783784,65.09433962264151,400
2014-02-15,Well_#20,0.0,2821,148.42,273.431,1.2774,5.955,11.602,326314,165309,247964,250363,0.0,0.0,0.0,0.0,0.0,401
2014-02-16,Well_#20,9.94,2492,150.024,835.946,18.9951,138.67,79.658,326371,165333,248000,250453,57.0,24.0,90.0,421.05263157894734,61.224489795918366,402
2014-02-17,Well_#20,7.81,2415,150.138,1011.97,20.86972,122.884,85.701,326482,165382,248073,250627,111.0,49.0,174.0,441.44144144144144,61.05263157894737,403
2014-02-18,Well_#20,22.28,2427,150.044,957.55,100.0,124.794,81.706,326943,165571,248356,251277,461.0,189.0,650.0,409.9783080260304,58.505850585058504,404
2014-02-19,Well_#20,22.83,2418,150.113,1036.65,83.82619,123.413,85.348,327496,165798,248698,252064,553.0,227.0,787.0,410.4882459312839,58.73134328358209,405
2014-02-20,Well_#20,24.0,2382,150.148,1054.1,92.34932,117.637,86.224,328123,166053,249080,252903,627.0,255.0,839.0,406.69856459330146,57.2305593451569,406
2014-02-21,Well_#20,24.0,2380,150.144,1056.43,100.0,116.098,86.222,328772,166316,249473,253660,649.0,263.0,757.0,405.2388289676425,53.84068278805121,407
2014-02-22,Well_#20,24.0,2378,150.238,1056.93,100.0,115.859,85.458,329401,166572,249857,254423,629.0,256.0,763.0,406.9952305246423,54.81321839080459,408
2014-02-23,Well_#20,24.0,2379,150.264,1058.34,100.0,116.087,85.739,330030,166827,250240,255187,629.0,255.0,764.0,405.4054054054054,54.845656855707105,409
2014-02-24,Well_#20,17.33,2431,150.161,1006.76,62.55746,126.567,82.229,330418,166976,250465,255751,388.0,149.0,564.0,384.02061855670104,59.2436974789916,410
2014-02-25,Well_#20,24.0,2389,150.207,1052.01,93.12878,116.959,85.472,331007,167220,250830,256511,589.0,244.0,760.0,414.26146010186756,56.33802816901409,411
2014-02-26,Well_#20,24.0,2382,150.216,1060.58,100.0,115.988,86.463,331639,167477,251216,257280,632.0,257.0,769.0,406.6455696202532,54.8893647394718,412
2014-02-27,Well_#20,24.0,2382,150.223,1057.85,100.0,115.891,85.895,332268,167734,251601,258055,629.0,257.0,775.0,408.5850556438792,55.199430199430196,413
2014-02-28,Well_#20,24.0,2382,150.202,1051.46,100.0,115.839,85.724,332896,167990,251984,258849,628.0,256.0,794.0,407.64331210191085,55.836849507735586,414
2014-03-01,Well_#20,24.0,2382,150.195,1047.28,100.0,115.921,85.246,333543,168253,252379,259621,647.0,263.0,772.0,406.4914992272025,54.404510218463706,415
2014-03-02,Well_#20,20.98,2388,150.191,1052.37,86.78559,117.764,86.26,334078,168473,252710,260270,535.0,220.0,649.0,411.21495327102804,54.814189189189186,416
2014-03-03,Well_#20,15.53,2462,150.048,962.059,49.12223,133.896,80.419,334340,168586,252880,260642,262.0,113.0,372.0,431.2977099236641,58.67507886435332,417
2014-03-04,Well_#20,24.0,2390,150.129,1047.48,100.0,116.807,85.919,334956,168839,253259,261407,616.0,253.0,765.0,410.7142857142857,55.394641564084004,418
2014-03-05,Well_#20,24.0,2389,150.153,1065.44,100.0,116.077,88.496,335583,169095,253642,262181,627.0,256.0,774.0,408.2934609250399,55.24625267665952,419
2014-03-06,Well_#20,24.0,2388,150.128,1051.45,100.0,115.747,86.344,336210,169351,254026,262951,627.0,256.0,770.0,408.2934609250399,55.118110236220474,420
2014-03-07,Well_#20,22.5,2432,150.04,1034.05,81.12493,125.987,85.383,336740,169573,254359,263600,530.0,222.0,649.0,418.8679245283019,55.04664970313825,421
2014-03-08,Well_#20,24.0,2392,150.115,1048.54,93.47029,117.17,86.118,337344,169822,254733,264369,604.0,249.0,769.0,412.25165562913907,56.00873998543335,422
2014-03-09,Well_#20,24.0,2388,150.133,1048.74,100.0,115.696,86.193,337976,170079,255119,265157,632.0,257.0,788.0,406.6455696202532,55.49295774647888,423
2014-03-10,Well_#20,24.0,2386,150.146,1048.23,100.0,115.184,85.963,338595,170333,255500,265945,619.0,254.0,788.0,410.3392568659128,56.00568585643213,424
2014-03-11,Well_#20,14.14,2397,150.126,1046.14,58.85062,117.276,86.224,338954,170480,255720,266354,359.0,147.0,409.0,409.4707520891365,53.255208333333336,425
2014-03-12,Well_#20,6.36,2534,149.875,823.587,12.16694,143.966,76.007,338986,170494,255741,266419,32.0,14.0,65.0,437.5,67.0103092783505,426
2014-03-13,Well_#20,24.0,2405,150.075,1026.06,82.56281,118.985,86.18,339510,170708,256063,267118,524.0,214.0,699.0,408.39694656488547,57.15453802125919,427
2014-03-14,Well_#20,24.0,2387,149.814,1046.1,100.0,115.678,86.629,340130,170964,256446,267869,620.0,256.0,751.0,412.9032258064516,54.77753464624362,428
2014-03-15,Well_#20,24.0,2386,150.058,1047.87,100.0,115.833,87.112,340778,171227,256840,268643,648.0,263.0,774.0,405.8641975308642,54.43037974683544,429
2014-03-16,Well_#20,24.0,2383,150.021,1048.64,100.0,115.73,88.08,341410,171485,257227,269406,632.0,258.0,763.0,408.2278481012658,54.69534050179211,430
2014-03-17,Well_#20,24.0,2383,150.057,1052.17,100.0,115.764,88.117,342044,171742,257613,270169,634.0,257.0,763.0,405.3627760252366,54.61703650680029,431
2014-03-18,Well_#20,24.0,2382,150.082,1049.3,100.0,115.881,88.137,342674,171998,257996,270919,630.0,256.0,750.0,406.3492063492063,54.347826086956516,432
2014-03-19,Well_#20,24.0,2382,150.079,1047.54,100.0,115.709,87.521,343302,172253,258380,271650,628.0,255.0,731.0,406.0509554140127,53.789551140544525,433
2014-03-20,Well_#20,24.0,2382,150.054,1032.95,100.0,115.423,85.83,343936,172512,258768,272404,634.0,259.0,754.0,408.5173501577287,54.32276657060518,434
2014-03-21,Well_#20,24.0,2383,150.031,1032.43,100.0,115.367,85.592,344554,172764,259146,273182,618.0,252.0,778.0,407.7669902912621,55.730659025787965,435
2014-03-22,Well_#20,24.0,2381,150.025,1024.55,100.0,114.762,84.088,345155,173010,259515,273945,601.0,246.0,763.0,409.31780366056574,55.93841642228738,436
2014-03-23,Well_#20,24.0,2383,150.023,1018.95,97.91667,114.963,83.429,345759,173248,259872,274671,604.0,238.0,726.0,394.03973509933775,54.58646616541354,437
